prompt,seed,slg_0.0_cfg_0.0,slg_1.0_cfg_0.0,slg_2.0_cfg_0.0,slg_3.0_cfg_0.0,slg_0.0_cfg_1.5,slg_1.0_cfg_1.5,slg_2.0_cfg_1.5,slg_3.0_cfg_1.5,slg_0.0_cfg_3.0,slg_1.0_cfg_3.0,slg_2.0_cfg_3.0,slg_3.0_cfg_3.0,slg_0.0_cfg_4.5,slg_1.0_cfg_4.5,slg_2.0_cfg_4.5,slg_3.0_cfg_4.5,slg_0.0_cfg_6.0,slg_1.0_cfg_6.0,slg_2.0_cfg_6.0,slg_3.0_cfg_6.0
An enchanted vending,seed_2,0.12121212121212122,0.12121212121212122,0.14285714285714285,0.125,0.1518987341772152,0.1518987341772152,0.2413793103448276,0.09090909090909091,0.11464968152866242,0.11464968152866242,0.1218274111675127,0.11904761904761904,0.1360544217687075,0.1360544217687075,0.14432989690721648,0.19148936170212766,0.1896551724137931,0.1896551724137931,0.15748031496062992,0.13986013986013987
A medieval alchemist,seed_0,0.13559322033898305,0.13559322033898305,0.17391304347826086,0.19047619047619047,0.1702127659574468,0.1702127659574468,0.15384615384615385,0.2926829268292683,0.19230769230769232,0.19230769230769232,0.21621621621621623,0.21621621621621623,0.15789473684210525,0.15789473684210525,0.21621621621621623,0.21428571428571427,0.32142857142857145,0.32142857142857145,0.2222222222222222,0.21621621621621623
A medieval alchemist,seed_4,0.25,0.25,0.27586206896551724,0.3013698630136986,0.1,0.1,0.2222222222222222,0.3684210526315789,0.25,0.25,0.29508196721311475,0.11428571428571428,0.19444444444444445,0.19444444444444445,0.15384615384615385,0.21052631578947367,0.16326530612244897,0.16326530612244897,0.25,0.1797752808988764
A medieval alchemist,seed_3,0.26666666666666666,0.26666666666666666,0.15384615384615385,0.27450980392156865,0.0,0.0,0.2564102564102564,0.14285714285714285,0.32,0.32,0.19444444444444445,0.30434782608695654,0.15254237288135594,0.15254237288135594,0.09803921568627451,0.21621621621621623,0.15384615384615385,0.15384615384615385,0.08695652173913043,0.27906976744186046
A medieval alchemist,seed_1,0.3013698630136986,0.3013698630136986,0.16494845360824742,0.23300970873786409,0.19148936170212766,0.19148936170212766,0.26865671641791045,0.05970149253731343,0.3,0.3,0.21686746987951808,0.2191780821917808,0.09411764705882353,0.09411764705882353,0.17647058823529413,0.16666666666666666,0.15053763440860216,0.15053763440860216,0.1414141414141414,0.18181818181818182
A medieval alchemist,seed_2,0.2777777777777778,0.2777777777777778,0.05555555555555555,0.1702127659574468,0.0,0.0,0.125,0.22857142857142856,0.21052631578947367,0.21052631578947367,0.2,0.2191780821917808,0.1111111111111111,0.1111111111111111,0.3,0.21621621621621623,0.2222222222222222,0.2222222222222222,0.21621621621621623,0.21052631578947367
A flying cat bus soa,seed_2,0.2553191489361702,0.2553191489361702,0.14545454545454545,0.2898550724637681,0.14432989690721648,0.14432989690721648,0.17142857142857143,0.17582417582417584,0.16822429906542055,0.16822429906542055,0.1411764705882353,0.21333333333333335,0.21739130434782608,0.21739130434782608,0.1188118811881188,0.2,0.20689655172413793,0.20689655172413793,0.225,0.1917808219178082
A flying cat bus soa,seed_1,0.19230769230769232,0.19230769230769232,0.16279069767441862,0.11382113821138211,0.13793103448275862,0.13793103448275862,0.1553398058252427,0.21505376344086022,0.19148936170212766,0.19148936170212766,0.18947368421052632,0.23076923076923078,0.1956521739130435,0.1956521739130435,0.144,0.23376623376623376,0.2465753424657534,0.2465753424657534,0.17204301075268819,0.21176470588235294
A flying cat bus soa,seed_4,0.23157894736842105,0.23157894736842105,0.21176470588235294,0.1927710843373494,0.23333333333333334,0.23333333333333334,0.15384615384615385,0.24390243902439024,0.1111111111111111,0.1111111111111111,0.2191780821917808,0.28205128205128205,0.21505376344086022,0.21505376344086022,0.1411764705882353,0.13114754098360656,0.15384615384615385,0.15384615384615385,0.24742268041237114,0.1694915254237288
A flying cat bus soa,seed_3,0.2564102564102564,0.2564102564102564,0.26666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.25,0.2807017543859649,0.10526315789473684,0.10526315789473684,0.26865671641791045,0.2222222222222222,0.24324324324324326,0.24324324324324326,0.19047619047619047,0.19148936170212766,0.20689655172413793,0.20689655172413793,0.38095238095238093,0.14
A flying cat bus soa,seed_0,0.23529411764705882,0.23529411764705882,0.1518987341772152,0.1791044776119403,0.27586206896551724,0.27586206896551724,0.1978021978021978,0.24742268041237114,0.3037974683544304,0.3037974683544304,0.1981981981981982,0.24175824175824176,0.13008130081300814,0.13008130081300814,0.18421052631578946,0.16666666666666666,0.21428571428571427,0.21428571428571427,0.24719101123595505,0.2222222222222222
A cactus-themed café,seed_4,0.14925373134328357,0.14925373134328357,0.15053763440860216,0.11494252873563218,0.1686746987951807,0.1686746987951807,0.18823529411764706,0.07792207792207792,0.07692307692307693,0.07692307692307693,0.09411764705882353,0.07228915662650602,0.17391304347826086,0.17391304347826086,0.10256410256410256,0.0975609756097561,0.14084507042253522,0.14084507042253522,0.09876543209876543,0.11428571428571428
A cactus-themed café,seed_3,0.13793103448275862,0.13793103448275862,0.12698412698412698,0.21428571428571427,0.10526315789473684,0.10526315789473684,0.18461538461538463,0.11494252873563218,0.14545454545454545,0.14545454545454545,0.1038961038961039,0.08,0.11764705882352941,0.11764705882352941,0.08333333333333333,0.0975609756097561,0.10256410256410256,0.10256410256410256,0.09523809523809523,0.16
A cactus-themed café,seed_0,0.21176470588235294,0.21176470588235294,0.1415929203539823,0.11650485436893204,0.14035087719298245,0.14035087719298245,0.15789473684210525,0.15,0.08080808080808081,0.08080808080808081,0.11494252873563218,0.12,0.13861386138613863,0.13861386138613863,0.08888888888888889,0.11764705882352941,0.10126582278481013,0.10126582278481013,0.09876543209876543,0.1
A cactus-themed café,seed_2,0.11976047904191617,0.11976047904191617,0.140625,0.10687022900763359,0.125,0.125,0.05042016806722689,0.10526315789473684,0.08536585365853659,0.08536585365853659,0.12857142857142856,0.15037593984962405,0.07894736842105263,0.07894736842105263,0.0963855421686747,0.0898876404494382,0.13793103448275862,0.13793103448275862,0.0898876404494382,0.08695652173913043
A cactus-themed café,seed_1,0.2413793103448276,0.2413793103448276,0.1951219512195122,0.1,0.0625,0.0625,0.1411764705882353,0.12345679012345678,0.1724137931034483,0.1724137931034483,0.1702127659574468,0.16666666666666666,0.07766990291262135,0.07766990291262135,0.09411764705882353,0.09195402298850575,0.09302325581395349,0.09302325581395349,0.09876543209876543,0.17777777777777778
A yeti DJ at a mount,seed_1,0.21951219512195122,0.21951219512195122,0.15789473684210525,0.3225806451612903,0.30303030303030304,0.30303030303030304,0.13333333333333333,0.21212121212121213,0.23529411764705882,0.23529411764705882,0.1891891891891892,0.18461538461538463,0.14084507042253522,0.14084507042253522,0.3,0.3,0.22448979591836735,0.22448979591836735,0.24691358024691357,0.20689655172413793
A yeti DJ at a mount,seed_2,0.16666666666666666,0.16666666666666666,0.3076923076923077,0.391304347826087,0.3,0.3,0.24390243902439024,0.2909090909090909,0.24489795918367346,0.24489795918367346,0.3,0.21487603305785125,0.225,0.225,0.16091954022988506,0.19607843137254902,0.28169014084507044,0.28169014084507044,0.20512820512820512,0.3111111111111111
A yeti DJ at a mount,seed_0,0.36363636363636365,0.36363636363636365,0.3333333333333333,0.42105263157894735,0.27450980392156865,0.27450980392156865,0.4528301886792453,0.2903225806451613,0.23684210526315788,0.23684210526315788,0.2553191489361702,0.12213740458015267,0.18823529411764706,0.18823529411764706,0.25806451612903225,0.19230769230769232,0.2,0.2,0.25,0.20202020202020202
A yeti DJ at a mount,seed_3,0.19718309859154928,0.19718309859154928,0.1951219512195122,0.2631578947368421,0.2857142857142857,0.2857142857142857,0.24242424242424243,0.3673469387755102,0.22857142857142856,0.22857142857142856,0.16494845360824742,0.21782178217821782,0.21782178217821782,0.21782178217821782,0.21052631578947367,0.23655913978494625,0.24719101123595505,0.24719101123595505,0.1935483870967742,0.19469026548672566
A yeti DJ at a mount,seed_4,0.22784810126582278,0.22784810126582278,0.23214285714285715,0.175,0.17857142857142858,0.17857142857142858,0.17582417582417584,0.17142857142857143,0.2682926829268293,0.2682926829268293,0.21428571428571427,0.23157894736842105,0.22950819672131148,0.22950819672131148,0.1414141414141414,0.19444444444444445,0.1917808219178082,0.1917808219178082,0.24096385542168675,0.14414414414414414
A robotic blacksmith,seed_1,0.17777777777777778,0.17777777777777778,0.22857142857142856,0.16666666666666666,0.08888888888888889,0.08888888888888889,0.11267605633802817,0.15625,0.14736842105263157,0.14736842105263157,0.1794871794871795,0.18666666666666668,0.21621621621621623,0.21621621621621623,0.1794871794871795,0.2077922077922078,0.1917808219178082,0.1917808219178082,0.2191780821917808,0.17721518987341772
A robotic blacksmith,seed_2,0.16666666666666666,0.16666666666666666,0.23076923076923078,0.16,0.1509433962264151,0.1509433962264151,0.15384615384615385,0.1568627450980392,0.15384615384615385,0.15384615384615385,0.1276595744680851,0.12,0.19607843137254902,0.19607843137254902,0.19607843137254902,0.07407407407407407,0.13333333333333333,0.13333333333333333,0.21052631578947367,0.17391304347826086
A robotic blacksmith,seed_0,0.1276595744680851,0.1276595744680851,0.1111111111111111,0.1509433962264151,0.1509433962264151,0.1509433962264151,0.13114754098360656,0.07894736842105263,0.1568627450980392,0.1568627450980392,0.16,0.18181818181818182,0.16666666666666666,0.16666666666666666,0.18867924528301888,0.15384615384615385,0.2553191489361702,0.2553191489361702,0.2692307692307692,0.24561403508771928
A robotic blacksmith,seed_4,0.24489795918367346,0.24489795918367346,0.15789473684210525,0.1702127659574468,0.17142857142857143,0.17142857142857143,0.30434782608695654,0.1568627450980392,0.13793103448275862,0.13793103448275862,0.11538461538461539,0.17857142857142858,0.125,0.125,0.2,0.20408163265306123,0.21428571428571427,0.21428571428571427,0.19718309859154928,0.12195121951219512
A robotic blacksmith,seed_3,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.2127659574468085,0.16666666666666666,0.16666666666666666,0.125,0.19230769230769232,0.20408163265306123,0.20408163265306123,0.26666666666666666,0.2222222222222222,0.16666666666666666,0.16666666666666666,0.14814814814814814,0.20408163265306123,0.1702127659574468,0.1702127659574468,0.2553191489361702,0.14
A goblin librarian i,seed_4,0.1038961038961039,0.1038961038961039,0.05263157894736842,0.13333333333333333,0.16666666666666666,0.16666666666666666,0.14814814814814814,0.06837606837606838,0.18823529411764706,0.18823529411764706,0.20408163265306123,0.2,0.08695652173913043,0.08695652173913043,0.0365296803652968,0.05755395683453238,0.21686746987951808,0.21686746987951808,0.0975609756097561,0.09302325581395349
A goblin librarian i,seed_3,0.10276679841897234,0.10276679841897234,0.23255813953488372,0.18181818181818182,0.23529411764705882,0.23529411764705882,0.1724137931034483,0.09523809523809523,0.07373271889400922,0.07373271889400922,0.047337278106508875,0.08080808080808081,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.10666666666666667,0.14285714285714285,0.14285714285714285,0.2413793103448276,0.12403100775193798
A goblin librarian i,seed_0,0.2222222222222222,0.2222222222222222,0.15873015873015872,0.10344827586206896,0.15,0.15,0.1095890410958904,0.1411764705882353,0.11428571428571428,0.11428571428571428,0.16666666666666666,0.14814814814814814,0.10679611650485436,0.10679611650485436,0.07633587786259542,0.13793103448275862,0.12903225806451613,0.12903225806451613,0.13043478260869565,0.05555555555555555
A goblin librarian i,seed_2,0.17391304347826086,0.17391304347826086,0.2898550724637681,0.09302325581395349,0.3,0.3,0.24691358024691357,0.06666666666666667,0.20930232558139536,0.20930232558139536,0.09195402298850575,0.19047619047619047,0.0898876404494382,0.0898876404494382,0.06896551724137931,0.07407407407407407,0.08791208791208792,0.08791208791208792,0.09302325581395349,0.07017543859649122
A goblin librarian i,seed_1,0.0449438202247191,0.0449438202247191,0.125,0.10101010101010101,0.14035087719298245,0.14035087719298245,0.11267605633802817,0.125,0.12698412698412698,0.12698412698412698,0.11764705882352941,0.11594202898550725,0.14583333333333334,0.14583333333333334,0.0898876404494382,0.08421052631578947,0.10126582278481013,0.10126582278481013,0.10526315789473684,0.09876543209876543
